observation_type,label,time_local_eest,time_utc,ts_utc_ms,lat,lon,accuracy_m,session_id,device_id
poor_surface,Poor surface material,2026-08-27 11:20:14,2026-08-27T08:20:14Z,1787818814548,58.3822456,24.4946641,4.690999984741211,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:20:27,2026-08-27T08:20:27Z,1787818827129,58.3821395,24.4949546,4.076000213623047,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:20:38,2026-08-27T08:20:38Z,1787818838731,58.382089,24.4951429,3.6540000438690186,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:20:56,2026-08-27T08:20:56Z,1787818856050,58.3820299,24.4954567,4.006999969482422,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:21:11,2026-08-27T08:21:11Z,1787818871629,58.3819612,24.4960379,3.5,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:21:28,2026-08-27T08:21:28Z,1787818888641,58.3819738,24.4964625,3.3329999446868896,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:21:46,2026-08-27T08:21:46Z,1787818906419,58.3820264,24.4970404,3.799999952316284,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:22:31,2026-08-27T08:22:31Z,1787818951806,58.3822059,24.4982207,3.010999917984009,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:22:51,2026-08-27T08:22:51Z,1787818971767,58.3825654,24.4981202,3,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:23:13,2026-08-27T08:23:13Z,1787818993186,58.3828914,24.4980791,5.263999938964844,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 11:23:48,2026-08-27T08:23:48Z,1787819028576,58.3831114,24.4979881,2.5,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 11:27:20,2026-08-27T08:27:20Z,1787819240365,58.3844393,24.4950423,3.3259999752044678,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 11:27:41,2026-08-27T08:27:41Z,1787819261666,58.3844468,24.4949831,3.6600000858306885,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 11:27:53,2026-08-27T08:27:53Z,1787819273711,58.384432,24.4948551,4.4670000076293945,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 11:28:04,2026-08-27T08:28:04Z,1787819284123,58.3843685,24.4948344,3.0980000495910645,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:28:19,2026-08-27T08:28:19Z,1787819299712,58.3844361,24.4947868,3.049999952316284,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:28:31,2026-08-27T08:28:31Z,1787819311147,58.3845237,24.4947897,4.322000026702881,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:28:46,2026-08-27T08:28:46Z,1787819326824,58.3846901,24.4947177,6.171999931335449,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 11:29:31,2026-08-27T08:29:31Z,1787819371282,58.3848838,24.4939512,3.993000030517578,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:32:33,2026-08-27T08:32:33Z,1787819553144,58.3852926,24.495025,3.615000009536743,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:32:49,2026-08-27T08:32:49Z,1787819569906,58.3854176,24.4947948,3.878000020980835,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:32:55,2026-08-27T08:32:55Z,1787819575959,58.3854301,24.4946941,3.2690000534057617,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:33:04,2026-08-27T08:33:04Z,1787819584266,58.3854197,24.4943724,3.8320000171661377,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:33:11,2026-08-27T08:33:11Z,1787819591968,58.3853888,24.4941583,4.175000190734863,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-27 11:33:28,2026-08-27T08:33:28Z,1787819608149,58.3853576,24.4939435,3.388000011444092,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 11:35:23,2026-08-27T08:35:23Z,1787819723968,58.3871651,24.4952721,3,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 11:57:56,2026-08-27T08:57:56Z,1787821076156,58.3858134,24.5039179,3.0399999618530273,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:58:02,2026-08-27T08:58:02Z,1787821082912,58.385817,24.5039157,3.0299999713897705,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:59:03,2026-08-27T08:59:03Z,1787821143964,58.3855404,24.5039969,5.790999889373779,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:59:15,2026-08-27T08:59:15Z,1787821155826,58.3855025,24.5040511,3.5789999961853027,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:01:02,2026-08-27T09:01:02Z,1787821262131,58.3837401,24.5047358,3,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:02:30,2026-08-27T09:02:30Z,1787821350672,58.3822724,24.5059643,3,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 12:02:48,2026-08-27T09:02:48Z,1787821368189,58.3822278,24.505958,3.2209999561309814,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 12:03:22,2026-08-27T09:03:22Z,1787821402012,58.3821485,24.5058771,3.0369999408721924,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:03:24,2026-08-27T09:03:24Z,1787821404642,58.3821485,24.5058771,3.0999999046325684,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:03:42,2026-08-27T09:03:42Z,1787821422913,58.382066,24.5056072,3.3329999446868896,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:04:13,2026-08-27T09:04:13Z,1787821453307,58.3818171,24.5046586,3.700000047683716,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 12:04:19,2026-08-27T09:04:19Z,1787821459993,58.381815,24.5046309,4,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 12:07:28,2026-08-27T09:07:28Z,1787821648074,58.3841628,24.502774,7.514999866485596,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 12:10:57,2026-08-27T09:10:57Z,1787821857985,58.3836608,24.5061351,3.0179998874664307,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:17:45,2026-08-27T09:17:45Z,1787822265381,58.3816465,24.5035316,3.1010000705718994,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:17:53,2026-08-27T09:17:53Z,1787822273506,58.3816965,24.5034973,3.694000005722046,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 12:17:56,2026-08-27T09:17:56Z,1787822276357,58.3816863,24.5034967,3.566999912261963,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:18:27,2026-08-27T09:18:27Z,1787822307623,58.3821989,24.5032717,3.122999906539917,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:18:40,2026-08-27T09:18:40Z,1787822320084,58.3823953,24.503181,3.059999942779541,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:22:28,2026-08-27T09:22:28Z,1787822548842,58.3812308,24.5019462,2.6659998893737793,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:22:41,2026-08-27T09:22:41Z,1787822561831,58.3812096,24.5015653,2.75,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:23:03,2026-08-27T09:23:03Z,1787822583877,58.381161,24.5009246,2.8329999446868896,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:23:26,2026-08-27T09:23:26Z,1787822606311,58.3811411,24.5005538,3,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 12:24:06,2026-08-27T09:24:06Z,1787822646033,58.3811429,24.5002675,3,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 12:25:33,2026-08-27T09:25:33Z,1787822733039,58.3820764,24.5013136,5.0980000495910645,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:27:01,2026-08-27T09:27:01Z,1787822821648,58.3812206,24.5000412,3,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:27:16,2026-08-27T09:27:16Z,1787822836133,58.3812643,24.5000362,3.134999990463257,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:27:45,2026-08-27T09:27:45Z,1787822865738,58.3817406,24.4998924,4.420000076293945,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:28:40,2026-08-27T09:28:40Z,1787822920033,58.3819405,24.498655,5.86299991607666,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:28:47,2026-08-27T09:28:47Z,1787822927207,58.3819233,24.4984118,3.8289999961853027,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:29:01,2026-08-27T09:29:01Z,1787822941326,58.3819212,24.4982416,3.822000026702881,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 12:29:38,2026-08-27T09:29:38Z,1787822978689,58.3819115,24.4981404,3.9189999103546143,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 12:29:47,2026-08-27T09:29:47Z,1787822987945,58.3819458,24.4982275,4.223999977111816,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:33:53,2026-08-27T09:33:53Z,1787823233955,58.3824249,24.5000793,2.9000000953674316,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:34:21,2026-08-27T09:34:21Z,1787823261544,58.3829367,24.4999578,3.3329999446868896,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:34:41,2026-08-27T09:34:41Z,1787823281130,58.383082,24.4997157,3.1659998893737793,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:35:16,2026-08-27T09:35:16Z,1787823316143,58.3824982,24.4997999,2.9159998893737793,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:36:29,2026-08-27T09:36:29Z,1787823389203,58.382173,24.4983547,2.700000047683716,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:37:57,2026-08-27T09:37:57Z,1787823477074,58.3816439,24.4982848,4.585999965667725,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 12:38:03,2026-08-27T09:38:03Z,1787823483905,58.3815774,24.4982911,3.003000020980835,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 12:38:10,2026-08-27T09:38:10Z,1787823490076,58.3815104,24.4983144,3.9049999713897705,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:38:19,2026-08-27T09:38:19Z,1787823499597,58.3814075,24.4983821,3.5739998817443848,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:38:28,2026-08-27T09:38:28Z,1787823508837,58.3812784,24.4983794,4.428999900817871,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:38:37,2026-08-27T09:38:37Z,1787823517370,58.3811639,24.4983963,4.843999862670898,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 12:39:57,2026-08-27T09:39:57Z,1787823597981,58.3810967,24.4980755,4.491000175476074,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 12:40:15,2026-08-27T09:40:15Z,1787823615977,58.3811034,24.4979866,3,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 12:40:26,2026-08-27T09:40:26Z,1787823626587,58.3810643,24.4978801,3.0980000495910645,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 12:40:35,2026-08-27T09:40:35Z,1787823635748,58.381061,24.497809,3.8550000190734863,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 12:40:50,2026-08-27T09:40:50Z,1787823650987,58.3810708,24.4975421,4.993000030517578,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 12:40:57,2026-08-27T09:40:57Z,1787823657887,58.3810872,24.4974665,3.5369999408721924,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 12:41:22,2026-08-27T09:41:22Z,1787823682927,58.3810404,24.4965093,3.6500000953674316,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:43:46,2026-08-27T09:43:46Z,1787823826106,58.3795398,24.4952754,3.2090001106262207,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:44:17,2026-08-27T09:44:17Z,1787823857293,58.3792859,24.4954923,4.598999977111816,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 12:44:30,2026-08-27T09:44:30Z,1787823870967,58.37916,24.4954348,5.224999904632568,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:46:09,2026-08-27T09:46:09Z,1787823969510,58.3775067,24.4980661,3.01200008392334,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:46:21,2026-08-27T09:46:21Z,1787823981381,58.3773963,24.4978936,3,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:46:33,2026-08-27T09:46:33Z,1787823993307,58.3772347,24.4976979,3.0220000743865967,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 12:46:55,2026-08-27T09:46:55Z,1787824015119,58.3768582,24.4972834,3.006999969482422,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 15:34:04,2026-08-27T12:34:04Z,1787834044999,58.3852313,24.4994989,2.4000000953674316,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 15:34:30,2026-08-27T12:34:30Z,1787834070515,58.3856058,24.4994994,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 15:34:59,2026-08-27T12:34:59Z,1787834099746,58.386075,24.4993772,2.700000047683716,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 15:41:07,2026-08-27T12:41:07Z,1787834467599,58.3913818,24.4937113,6.709000110626221,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 15:42:50,2026-08-27T12:42:50Z,1787834570060,58.3909959,24.4895356,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 15:43:07,2026-08-27T12:43:07Z,1787834587782,58.3909466,24.4889645,2.4000000953674316,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 15:43:24,2026-08-27T12:43:24Z,1787834604413,58.3908888,24.4882803,2.0999999046325684,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 15:43:40,2026-08-27T12:43:40Z,1787834620799,58.3908195,24.487649,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 15:43:55,2026-08-27T12:43:55Z,1787834635151,58.3907654,24.487,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 15:44:04,2026-08-27T12:44:04Z,1787834644284,58.390733,24.4866608,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 15:44:13,2026-08-27T12:44:13Z,1787834653101,58.3906996,24.4863276,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 15:44:29,2026-08-27T12:44:29Z,1787834669705,58.3906377,24.4856589,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 15:44:59,2026-08-27T12:44:59Z,1787834699472,58.3904914,24.4843606,2.9000000953674316,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 15:45:17,2026-08-27T12:45:17Z,1787834717741,58.3904235,24.4835672,2.6640000343322754,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 15:46:46,2026-08-27T12:46:46Z,1787834806232,58.3887662,24.4818894,2.6659998893737793,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 15:47:08,2026-08-27T12:47:08Z,1787834828317,58.3883452,24.4818392,2.9159998893737793,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 15:47:15,2026-08-27T12:47:15Z,1787834835966,58.3882373,24.4818143,2.5999999046325684,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 15:48:37,2026-08-27T12:48:37Z,1787834917493,58.3880041,24.4791538,2.9159998893737793,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 15:48:40,2026-08-27T12:48:40Z,1787834920759,58.3880041,24.4791538,2.9000000953674316,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-27 15:48:53,2026-08-27T12:48:53Z,1787834933008,58.3880374,24.4789533,3.7760000228881836,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 15:52:45,2026-08-27T12:52:45Z,1787835165587,58.389797,24.4699669,2.700000047683716,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 15:53:17,2026-08-27T12:53:17Z,1787835197329,58.3899996,24.4693004,2.5999999046325684,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 15:54:17,2026-08-27T12:54:17Z,1787835257734,58.3896968,24.4711887,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 15:55:26,2026-08-27T12:55:26Z,1787835326454,58.3891681,24.4736655,2.700000047683716,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:00:03,2026-08-27T13:00:03Z,1787835603252,58.3881722,24.4816084,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:00:18,2026-08-27T13:00:18Z,1787835618092,58.3882937,24.4816255,2.799999952316284,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:00:43,2026-08-27T13:00:43Z,1787835643396,58.3887314,24.4816923,2.9000000953674316,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:00:55,2026-08-27T13:00:55Z,1787835655399,58.388856,24.4817315,3.2049999237060547,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:00:59,2026-08-27T13:00:59Z,1787835659638,58.3888544,24.4817276,2.9159998893737793,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:01:18,2026-08-27T13:01:18Z,1787835678095,58.3891741,24.4817684,2.700000047683716,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:01:51,2026-08-27T13:01:51Z,1787835711231,58.3896744,24.4818763,2.9159998893737793,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 16:01:59,2026-08-27T13:01:59Z,1787835719669,58.389692,24.4819019,2.9000000953674316,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:02:10,2026-08-27T13:02:10Z,1787835730556,58.3897468,24.4819659,7.184000015258789,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 16:02:29,2026-08-27T13:02:29Z,1787835749718,58.3900026,24.4823083,2.4000000953674316,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 16:02:42,2026-08-27T13:02:42Z,1787835762523,58.390254,24.4826235,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:03:02,2026-08-27T13:03:02Z,1787835782886,58.3905602,24.4830295,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:03:38,2026-08-27T13:03:38Z,1787835818144,58.390707,24.4842828,6.965000152587891,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:04:02,2026-08-27T13:04:02Z,1787835842016,58.3907883,24.4850804,4.382999897003174,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:04:09,2026-08-27T13:04:09Z,1787835849727,58.3907922,24.4851653,3.1530001163482666,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:04:19,2026-08-27T13:04:19Z,1787835859139,58.3908194,24.4853684,5.104000091552734,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:04:31,2026-08-27T13:04:31Z,1787835871802,58.3908298,24.4855766,3.1600000858306885,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:05:02,2026-08-27T13:05:02Z,1787835902215,58.3909348,24.4866155,4.520999908447266,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:05:12,2026-08-27T13:05:12Z,1787835912073,58.3909444,24.4867344,2.200000047683716,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 16:06:49,2026-08-27T13:06:49Z,1787836009398,58.3912732,24.4901368,4.089000225067139,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 16:07:01,2026-08-27T13:07:01Z,1787836021441,58.3913042,24.4903781,4.120999813079834,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:07:23,2026-08-27T13:07:23Z,1787836043284,58.3913849,24.4911704,3.200000047683716,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:14:02,2026-08-27T13:14:02Z,1787836442376,58.3878294,24.4965964,3.700000047683716,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
