observation_type,label,time_local_eest,time_utc,ts_utc_ms,lat,lon,accuracy_m,session_id,device_id
poor_surface,Poor surface material,2026-08-26 16:36:22,2026-08-26T13:36:22Z,1787751382311,58.3826336,24.5088542,3.005000114440918,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:36:56,2026-08-26T13:36:56Z,1787751416341,58.382422,24.5093997,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:37:11,2026-08-26T13:37:11Z,1787751431594,58.3823385,24.5096849,3.555999994277954,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:37:35,2026-08-26T13:37:35Z,1787751455237,58.3820571,24.5102557,3.8410000801086426,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 16:37:54,2026-08-26T13:37:54Z,1787751474600,58.3818845,24.510763,4.857999801635742,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-26 16:38:08,2026-08-26T13:38:08Z,1787751488511,58.3818885,24.5108186,3.0339999198913574,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:38:13,2026-08-26T13:38:13Z,1787751493311,58.3818939,24.5108053,3.000999927520752,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 16:38:17,2026-08-26T13:38:17Z,1787751497282,58.3818955,24.5108005,3.0510001182556152,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 16:38:32,2026-08-26T13:38:32Z,1787751512389,58.3818104,24.5110249,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:38:55,2026-08-26T13:38:55Z,1787751535301,58.3815318,24.5117141,2.5829999446868896,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-26 16:39:57,2026-08-26T13:39:57Z,1787751597391,58.3807919,24.5132262,3.5910000801086426,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 16:40:14,2026-08-26T13:40:14Z,1787751614420,58.3806394,24.513474,4.443999767303467,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:40:35,2026-08-26T13:40:35Z,1787751635842,58.3804454,24.513898,3.562999963760376,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-26 16:40:55,2026-08-26T13:40:55Z,1787751655903,58.3803694,24.5140412,2.5,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:41:13,2026-08-26T13:41:13Z,1787751673147,58.3803249,24.5141008,7.669000148773193,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:41:38,2026-08-26T13:41:38Z,1787751698647,58.3800014,24.5146627,2.5,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:41:53,2026-08-26T13:41:53Z,1787751713989,58.3797668,24.5150688,3.8310000896453857,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:43:28,2026-08-26T13:43:28Z,1787751808727,58.3782799,24.5181602,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:44:39,2026-08-26T13:44:39Z,1787751879287,58.3773527,24.5203998,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 16:44:59,2026-08-26T13:44:59Z,1787751899347,58.3771888,24.5207934,4.4710001945495605,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-26 16:45:26,2026-08-26T13:45:26Z,1787751926278,58.376891,24.5214442,4,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-26 16:45:51,2026-08-26T13:45:51Z,1787751951831,58.3766693,24.5220347,3.4760000705718994,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:45:56,2026-08-26T13:45:56Z,1787751956185,58.376669,24.522016,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:46:07,2026-08-26T13:46:07Z,1787751967066,58.3765931,24.5222065,3.8540000915527344,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-26 16:46:12,2026-08-26T13:46:12Z,1787751972951,58.3765251,24.5223369,3.9170000553131104,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:46:34,2026-08-26T13:46:34Z,1787751994413,58.3762795,24.5230037,5.309999942779541,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:49:53,2026-08-26T13:49:53Z,1787752193336,58.3756921,24.5247231,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:50:12,2026-08-26T13:50:12Z,1787752212278,58.3757936,24.5244429,3.5309998989105225,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:50:29,2026-08-26T13:50:29Z,1787752229149,58.3759237,24.5241317,3.687999963760376,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:50:38,2026-08-26T13:50:38Z,1787752238195,58.375949,24.5241058,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:50:55,2026-08-26T13:50:55Z,1787752255268,58.3761145,24.5237815,3.4809999465942383,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:51:06,2026-08-26T13:51:06Z,1787752266868,58.376123,24.5236968,4.3480000495910645,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:51:21,2026-08-26T13:51:21Z,1787752281135,58.3762305,24.5233854,3.6530001163482666,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:51:29,2026-08-26T13:51:29Z,1787752289505,58.3762509,24.5233465,4.340000152587891,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:51:32,2026-08-26T13:51:32Z,1787752292617,58.3762561,24.5233436,3.765000104904175,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:51:44,2026-08-26T13:51:44Z,1787752304316,58.3763105,24.5231944,5.75,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:51:54,2026-08-26T13:51:54Z,1787752314399,58.3763494,24.5230909,3.0759999752044678,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-26 16:52:29,2026-08-26T13:52:29Z,1787752349623,58.3767848,24.5220839,3.3910000324249268,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:52:34,2026-08-26T13:52:34Z,1787752354177,58.3767787,24.5220953,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:52:56,2026-08-26T13:52:56Z,1787752376922,58.3770225,24.5215266,5.159999847412109,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:53:19,2026-08-26T13:53:19Z,1787752399918,58.3772682,24.520895,3.6480000019073486,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:53:40,2026-08-26T13:53:40Z,1787752420760,58.3775029,24.5203938,4.599999904632568,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:53:59,2026-08-26T13:53:59Z,1787752439164,58.3776796,24.5200086,4.76800012588501,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:54:01,2026-08-26T13:54:01Z,1787752441787,58.3776785,24.5199982,4.103000164031982,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:54:11,2026-08-26T13:54:11Z,1787752451791,58.3777213,24.5198185,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:54:23,2026-08-26T13:54:23Z,1787752463909,58.3777992,24.5195934,4.048999786376953,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:54:39,2026-08-26T13:54:39Z,1787752479750,58.3779407,24.5192314,4.070000171661377,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:54:49,2026-08-26T13:54:49Z,1787752489475,58.3780059,24.5191077,3.316999912261963,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 16:55:22,2026-08-26T13:55:22Z,1787752522913,58.37842,24.5182207,4.079999923706055,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:55:38,2026-08-26T13:55:38Z,1787752538473,58.3785511,24.5178747,3.4590001106262207,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:55:54,2026-08-26T13:55:54Z,1787752554618,58.3787066,24.517449,4.375999927520752,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:56:02,2026-08-26T13:56:02Z,1787752562569,58.378716,24.517354,3.372999906539917,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:56:14,2026-08-26T13:56:14Z,1787752574086,58.3787584,24.5172199,3.061000108718872,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:56:24,2026-08-26T13:56:24Z,1787752584283,58.3789083,24.5170803,3.0160000324249268,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 16:56:33,2026-08-26T13:56:33Z,1787752593064,58.3789708,24.5169869,5.116000175476074,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-26 16:57:58,2026-08-26T13:57:58Z,1787752678205,58.3803111,24.5143291,3.0230000019073486,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 16:58:27,2026-08-26T13:58:27Z,1787752707291,58.3807445,24.5136757,3.8429999351501465,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 16:59:22,2026-08-26T13:59:22Z,1787752762227,58.3813938,24.5122582,4.166999816894531,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:00:09,2026-08-26T14:00:09Z,1787752809891,58.3819725,24.510884,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:01:30,2026-08-26T14:01:30Z,1787752890845,58.3821724,24.5089157,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:01:48,2026-08-26T14:01:48Z,1787752908000,58.3819824,24.5086503,3.6510000228881836,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:01:58,2026-08-26T14:01:58Z,1787752918864,58.3818981,24.5086397,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:02:39,2026-08-26T14:02:39Z,1787752959102,58.381278,24.507902,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-26 17:04:17,2026-08-26T14:04:17Z,1787753057320,58.3809164,24.5094791,3.2780001163482666,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-26 17:04:33,2026-08-26T14:04:33Z,1787753073084,58.3811003,24.5095994,3.1410000324249268,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-26 17:04:52,2026-08-26T14:04:52Z,1787753092287,58.3812959,24.5100013,3.1019999980926514,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:04:55,2026-08-26T14:04:55Z,1787753095480,58.3812927,24.5099956,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-26 17:05:40,2026-08-26T14:05:40Z,1787753140305,58.3816799,24.5105073,4.203999996185303,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 17:06:17,2026-08-26T14:06:17Z,1787753177686,58.3815026,24.5100856,2.2980000972747803,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 17:07:09,2026-08-26T14:07:09Z,1787753229450,58.3806095,24.5090869,3.447999954223633,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 17:07:29,2026-08-26T14:07:29Z,1787753249956,58.3806366,24.5089796,3.446000099182129,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-26 17:07:35,2026-08-26T14:07:35Z,1787753255805,58.3806273,24.5089949,3.184999942779541,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-26 17:08:31,2026-08-26T14:08:31Z,1787753311610,58.3815037,24.5102806,3.75,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 17:09:21,2026-08-26T14:09:21Z,1787753361592,58.3809783,24.5116907,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:10:00,2026-08-26T14:10:00Z,1787753400465,58.3811473,24.5119892,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-26 17:10:27,2026-08-26T14:10:27Z,1787753427896,58.3807841,24.5115057,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:10:44,2026-08-26T14:10:44Z,1787753444891,58.3805716,24.5111518,3.1429998874664307,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 17:11:19,2026-08-26T14:11:19Z,1787753479086,58.3800877,24.5104678,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 17:13:19,2026-08-26T14:13:19Z,1787753599077,58.3793025,24.5095141,7.370999813079834,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:15:13,2026-08-26T14:15:13Z,1787753713035,58.3780003,24.5131242,3.000999927520752,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-26 17:15:48,2026-08-26T14:15:48Z,1787753748339,58.3777014,24.5139059,3.7239999771118164,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:17:45,2026-08-26T14:17:45Z,1787753865536,58.3765032,24.5171212,3.6440000534057617,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-26 17:22:55,2026-08-26T14:22:55Z,1787754175854,58.373759,24.5170584,3.0329999923706055,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 17:23:24,2026-08-26T14:23:24Z,1787754204298,58.3739573,24.5160955,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 17:23:35,2026-08-26T14:23:35Z,1787754215770,58.3739959,24.5158605,3.0160000324249268,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:23:39,2026-08-26T14:23:39Z,1787754219861,58.3739868,24.515868,3.069000005722046,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-26 17:24:56,2026-08-26T14:24:56Z,1787754296133,58.3746188,24.5129655,4.181000232696533,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:26:08,2026-08-26T14:26:08Z,1787754368596,58.3752554,24.5101971,4.1479997634887695,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:26:24,2026-08-26T14:26:24Z,1787754384960,58.3753398,24.5097471,3.440000057220459,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:27:03,2026-08-26T14:27:03Z,1787754423338,58.3756387,24.5084211,3.372999906539917,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:27:11,2026-08-26T14:27:11Z,1787754431284,58.3756724,24.5083447,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:27:29,2026-08-26T14:27:29Z,1787754449192,58.3757671,24.5078969,3.746000051498413,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:28:39,2026-08-26T14:28:39Z,1787754519690,58.3763316,24.5052721,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:29:07,2026-08-26T14:29:07Z,1787754547210,58.376534,24.5044632,3.6480000019073486,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 17:32:22,2026-08-26T14:32:22Z,1787754742878,58.3774938,24.5000987,5.550000190734863,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 17:32:41,2026-08-26T14:32:41Z,1787754761245,58.3773933,24.5003606,3.4739999771118164,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:32:56,2026-08-26T14:32:56Z,1787754776142,58.3773054,24.5006008,3.2360000610351562,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:33:29,2026-08-26T14:33:29Z,1787754809250,58.376999,24.5016516,2.299999952316284,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-26 17:34:02,2026-08-26T14:34:02Z,1787754842671,58.3767157,24.5027653,2.4159998893737793,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:34:26,2026-08-26T14:34:26Z,1787754866488,58.3765382,24.5035273,3.421999931335449,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:34:43,2026-08-26T14:34:43Z,1787754883348,58.3764254,24.5038785,2.9579999446868896,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:34:54,2026-08-26T14:34:54Z,1787754894562,58.3763764,24.5040675,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-26 17:35:06,2026-08-26T14:35:06Z,1787754906839,58.3763302,24.5042827,3.484999895095825,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:35:16,2026-08-26T14:35:16Z,1787754916281,58.3763107,24.5044035,2.9000000953674316,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:36:16,2026-08-26T14:36:16Z,1787754976066,58.3757851,24.5065119,3.0360000133514404,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:37:17,2026-08-26T14:37:17Z,1787755037202,58.3753064,24.5087438,4.935999870300293,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:37:35,2026-08-26T14:37:35Z,1787755055318,58.3751964,24.5092325,4.547999858856201,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 17:38:02,2026-08-26T14:38:02Z,1787755082220,58.375019,24.5099905,3.6689999103546143,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-26 17:38:11,2026-08-26T14:38:11Z,1787755091225,58.3749852,24.5100801,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 17:38:32,2026-08-26T14:38:32Z,1787755112796,58.3748786,24.5105126,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:39:24,2026-08-26T14:39:24Z,1787755164782,58.3744661,24.5123741,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:39:37,2026-08-26T14:39:37Z,1787755177600,58.3744103,24.5126018,3.2960000038146973,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:40:04,2026-08-26T14:40:04Z,1787755204224,58.3742395,24.5134294,2.9000000953674316,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:40:30,2026-08-26T14:40:30Z,1787755230442,58.374069,24.5141748,2.5999999046325684,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 17:40:53,2026-08-26T14:40:53Z,1787755253353,58.3739342,24.5148525,2.700000047683716,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-26 18:12:15,2026-08-26T15:12:15Z,1787757135200,58.3737911,24.5044433,2.75,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 18:13:39,2026-08-26T15:13:39Z,1787757219146,58.3745278,24.5017467,2.0999999046325684,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-26 18:14:35,2026-08-26T15:14:35Z,1787757275068,58.3753842,24.501189,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 18:14:41,2026-08-26T15:14:41Z,1787757281940,58.3753655,24.5011999,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 18:15:13,2026-08-26T15:15:13Z,1787757313626,58.375759,24.5010025,4.2270002365112305,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-26 18:15:33,2026-08-26T15:15:33Z,1787757333426,58.376043,24.5008224,4.989999771118164,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 18:15:41,2026-08-26T15:15:41Z,1787757341961,58.3760795,24.5008145,3,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-26 18:16:16,2026-08-26T15:16:16Z,1787757376075,58.3766968,24.5004495,3.6389999389648438,93970c1a-689b-4e4c-96e3-00997d1acd91,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:10:57,2026-08-27T08:10:57Z,1787818257074,58.3788703,24.5011588,3,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:12:36,2026-08-27T08:12:36Z,1787818356783,58.3798056,24.4986109,3.696000099182129,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:13:55,2026-08-27T08:13:55Z,1787818435371,58.380799,24.4962627,4.040999889373779,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-27 11:14:08,2026-08-27T08:14:08Z,1787818448723,58.3809149,24.4962878,4.553999900817871,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 11:14:37,2026-08-27T08:14:37Z,1787818477054,58.3809433,24.4962676,3.500999927520752,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:15:23,2026-08-27T08:15:23Z,1787818523981,58.381272,24.4963694,3.5810000896453857,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:15:47,2026-08-27T08:15:47Z,1787818547497,58.3813718,24.4963972,8.428000450134277,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:16:06,2026-08-27T08:16:06Z,1787818566458,58.3815669,24.4966322,3.4609999656677246,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 11:16:09,2026-08-27T08:16:09Z,1787818569375,58.3815706,24.4966092,3.0380001068115234,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:19:47,2026-08-27T08:19:47Z,1787818787899,58.3824942,24.4941152,3.003999948501587,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 11:19:57,2026-08-27T08:19:57Z,1787818797313,58.3824457,24.4942224,3.0369999408721924,914181dd-f243-4bac-96f1-6cdcb10d23a0,device_e7atfmfs64d
